Measure,Location,Sex,Age,Cause,Risk,Metric,Year,Value,Upper,Lower
Deaths,Global,Both sexes,All ages,Otitis media,Air pollution,Number,1990,173.22,553.39,16.57
Deaths,Global,Both sexes,All ages,Otitis media,Ambient particulate matter pollution,Number,1990,13.74,42.23,2.42
Deaths,Global,Both sexes,All ages,Otitis media,Household air pollution from solid fuels,Number,1990,159.49,521.18,13.3
Deaths,Global,Both sexes,All ages,Otitis media,Particulate matter pollution,Number,1990,173.22,553.39,16.57
Deaths,Global,Both sexes,All ages,Meningitis,Air pollution,Number,1990,7383.11,8863.74,6312.74
Deaths,Global,Both sexes,All ages,Meningitis,Ambient particulate matter pollution,Number,1990,973.69,1721.4,522.68
Deaths,Global,Both sexes,All ages,Meningitis,Household air pollution from solid fuels,Number,1990,6409.42,7886.83,5199.5
Deaths,Global,Both sexes,All ages,Meningitis,Particulate matter pollution,Number,1990,7383.11,8863.74,6312.74
Deaths,Global,Both sexes,All ages,Neonatal preterm birth,Air pollution,Number,1990,237426.38,264720.38,213048.27
Deaths,Global,Both sexes,All ages,Neonatal preterm birth,Ambient particulate matter pollution,Number,1990,46701.57,72917.08,27939.11
Deaths,Global,Both sexes,All ages,Neonatal preterm birth,Household air pollution from solid fuels,Number,1990,190724.81,221751.2,159380.61
Deaths,Global,Both sexes,All ages,Neonatal preterm birth,Particulate matter pollution,Number,1990,237426.38,264720.38,213048.27
Deaths,Global,Both sexes,All ages,Neonatal encephalopathy due to birth asphyxia and trauma,Air pollution,Number,1990,170903.68,196703.33,150206.51
Deaths,Global,Both sexes,All ages,Neonatal encephalopathy due to birth asphyxia and trauma,Ambient particulate matter pollution,Number,1990,26971.46,45385.47,14354.12
Deaths,Global,Both sexes,All ages,Neonatal encephalopathy due to birth asphyxia and trauma,Household air pollution from solid fuels,Number,1990,143932.22,170978.98,119164.79
Deaths,Global,Both sexes,All ages,Neonatal encephalopathy due to birth asphyxia and trauma,Particulate matter pollution,Number,1990,170903.68,196703.33,150206.51
Deaths,Global,Both sexes,All ages,Chronic obstructive pulmonary disease,Air pollution,Number,1990,1380034.47,1653633.96,1042675.79
Deaths,Global,Both sexes,All ages,Chronic obstructive pulmonary disease,Ambient particulate matter pollution,Number,1990,351734.06,514841.07,220228.77
Deaths,Global,Both sexes,All ages,Chronic obstructive pulmonary disease,Household air pollution from solid fuels,Number,1990,932459.19,1278097.8,589403.68
Deaths,Global,Both sexes,All ages,Chronic obstructive pulmonary disease,Ambient ozone pollution,Number,1990,207378.8,331862.41,93516.57
Deaths,Global,Both sexes,All ages,Chronic obstructive pulmonary disease,Particulate matter pollution,Number,1990,1284193.24,1571434.52,953411.53
Deaths,Global,Both sexes,All ages,Sudden infant death syndrome,Air pollution,Number,1990,1100.76,2788.67,356.84
Deaths,Global,Both sexes,All ages,Sudden infant death syndrome,Ambient particulate matter pollution,Number,1990,247.38,642.88,101.45
Deaths,Global,Both sexes,All ages,Sudden infant death syndrome,Household air pollution from solid fuels,Number,1990,853.38,2326.03,225.13
Deaths,Global,Both sexes,All ages,Sudden infant death syndrome,Particulate matter pollution,Number,1990,1100.76,2788.67,356.84
Deaths,Global,Both sexes,All ages,Diabetes mellitus type 2,Air pollution,Number,1990,130628.13,182023.7,91383.06
Deaths,Global,Both sexes,All ages,Diabetes mellitus type 2,Ambient particulate matter pollution,Number,1990,55824.18,78665.48,37337.68
Deaths,Global,Both sexes,All ages,Diabetes mellitus type 2,Household air pollution from solid fuels,Number,1990,74803.94,120773.82,48656.32
Deaths,Global,Both sexes,All ages,Diabetes mellitus type 2,Particulate matter pollution,Number,1990,130628.13,182023.7,91383.06
Deaths,Global,Both sexes,All ages,Total cancers,Air pollution,Number,1990,219952.14,278636.75,164774.83
Deaths,Global,Both sexes,All ages,Total cancers,Ambient particulate matter pollution,Number,1990,118436.41,163885.42,79190.71
Deaths,Global,Both sexes,All ages,Total cancers,Household air pollution from solid fuels,Number,1990,101515.73,141310.29,67636.61
Deaths,Global,Both sexes,All ages,Total cancers,Particulate matter pollution,Number,1990,219952.14,278636.75,164774.83
Deaths,Global,Both sexes,All ages,Upper respiratory infections,Air pollution,Number,2019,21.23,38.88,8.22
Deaths,Global,Both sexes,All ages,Upper respiratory infections,Ambient particulate matter pollution,Number,2019,7.85,11.94,4.37
Deaths,Global,Both sexes,All ages,Upper respiratory infections,Household air pollution from solid fuels,Number,2019,13.38,29.32,2.6
Deaths,Global,Both sexes,All ages,Upper respiratory infections,Particulate matter pollution,Number,2019,21.23,38.88,8.22
Deaths,Global,Both sexes,All ages,Sudden infant death syndrome,Air pollution,Number,2019,499.02,1060.43,231.88
Deaths,Global,Both sexes,All ages,Sudden infant death syndrome,Ambient particulate matter pollution,Number,2019,208.23,430.48,106.06
Deaths,Global,Both sexes,All ages,Sudden infant death syndrome,Household air pollution from solid fuels,Number,2019,290.79,702.86,105.24
Deaths,Global,Both sexes,All ages,Sudden infant death syndrome,Particulate matter pollution,Number,2019,499.02,1060.43,231.88
Deaths,Global,Both sexes,All ages,Chronic obstructive pulmonary disease,Air pollution,Number,2019,1310235.43,1581346.09,1037366.53
Deaths,Global,Both sexes,All ages,Chronic obstructive pulmonary disease,Ambient particulate matter pollution,Number,2019,695071.15,861855.33,553830.23
Deaths,Global,Both sexes,All ages,Chronic obstructive pulmonary disease,Household air pollution from solid fuels,Number,2019,398386.95,611552.11,237634.42
Deaths,Global,Both sexes,All ages,Chronic obstructive pulmonary disease,Ambient ozone pollution,Number,2019,365222.41,564270.15,174926.6
Deaths,Global,Both sexes,All ages,Chronic obstructive pulmonary disease,Particulate matter pollution,Number,2019,1093458.1,1352911.76,847894.33
Deaths,Global,Both sexes,All ages,Diabetes mellitus type 2,Air pollution,Number,2019,292531.76,373448.05,207138.29
Deaths,Global,Both sexes,All ages,Diabetes mellitus type 2,Ambient particulate matter pollution,Number,2019,196791.83,258392.3,136300.81
Deaths,Global,Both sexes,All ages,Diabetes mellitus type 2,Household air pollution from solid fuels,Number,2019,95739.93,138464.28,60530.32
Deaths,Global,Both sexes,All ages,Diabetes mellitus type 2,Particulate matter pollution,Number,2019,292531.76,373448.05,207138.29
Deaths,Global,Both sexes,All ages,Total cancers,Air pollution,Number,2019,387444.53,490055.74,288043.19
Deaths,Global,Both sexes,All ages,Total cancers,Ambient particulate matter pollution,Number,2019,307680.86,395668.35,226683.65
Deaths,Global,Both sexes,All ages,Total cancers,Household air pollution from solid fuels,Number,2019,79763.67,125492.95,45147.22
Deaths,Global,Both sexes,All ages,Total cancers,Particulate matter pollution,Number,2019,387444.53,490055.74,288043.19
Deaths,Global,Both sexes,All ages,Otitis media,Air pollution,Number,2019,53.48,208.66,2.34
Deaths,Global,Both sexes,All ages,Otitis media,Ambient particulate matter pollution,Number,2019,4.82,17.81,0.39
Deaths,Global,Both sexes,All ages,Otitis media,Household air pollution from solid fuels,Number,2019,48.66,189.91,1.82
Deaths,Global,Both sexes,All ages,Otitis media,Particulate matter pollution,Number,2019,53.48,208.66,2.34
Deaths,Global,Both sexes,All ages,Meningitis,Air pollution,Number,2019,3364.92,4347.72,2658.3
Deaths,Global,Both sexes,All ages,Meningitis,Ambient particulate matter pollution,Number,2019,882.09,1334.38,560.21
Deaths,Global,Both sexes,All ages,Meningitis,Household air pollution from solid fuels,Number,2019,2482.83,3294.56,1882.07
Deaths,Global,Both sexes,All ages,Meningitis,Particulate matter pollution,Number,2019,3364.92,4347.72,2658.3
Deaths,Global,Both sexes,All ages,Neonatal preterm birth,Air pollution,Number,2019,126752.22,153404.06,105288.2
Deaths,Global,Both sexes,All ages,Neonatal preterm birth,Ambient particulate matter pollution,Number,2019,49302.83,66379.85,35380.9
Deaths,Global,Both sexes,All ages,Neonatal preterm birth,Household air pollution from solid fuels,Number,2019,77449.38,98029.67,59605.9
Deaths,Global,Both sexes,All ages,Neonatal preterm birth,Particulate matter pollution,Number,2019,126752.22,153404.06,105288.2
Deaths,Global,Both sexes,All ages,Neonatal encephalopathy due to birth asphyxia and trauma,Air pollution,Number,2019,117915.56,141690.06,96773.56
Deaths,Global,Both sexes,All ages,Neonatal encephalopathy due to birth asphyxia and trauma,Ambient particulate matter pollution,Number,2019,38322.18,53682.26,25743.38
Deaths,Global,Both sexes,All ages,Neonatal encephalopathy due to birth asphyxia and trauma,Household air pollution from solid fuels,Number,2019,79593.37,100715.63,59820.15
Deaths,Global,Both sexes,All ages,Neonatal encephalopathy due to birth asphyxia and trauma,Particulate matter pollution,Number,2019,117915.56,141690.06,96773.56
Deaths,Global,Both sexes,All ages,Diarrheal diseases,Air pollution,Number,2019,10386.26,13008.61,8295.62
Deaths,Global,Both sexes,All ages,Diarrheal diseases,Ambient particulate matter pollution,Number,2019,3162.63,4590.4,2081.34
Deaths,Global,Both sexes,All ages,Diarrheal diseases,Household air pollution from solid fuels,Number,2019,7223.62,9504.62,5387.92
Deaths,Global,Both sexes,All ages,Diarrheal diseases,Particulate matter pollution,Number,2019,10386.26,13008.61,8295.62
Deaths,Global,Both sexes,All ages,Encephalitis,Air pollution,Number,2019,286,371.87,218.04
Deaths,Global,Both sexes,All ages,Encephalitis,Ambient particulate matter pollution,Number,2019,137.38,192.34,97.42
Deaths,Global,Both sexes,All ages,Encephalitis,Household air pollution from solid fuels,Number,2019,148.62,206.23,105.86
Deaths,Global,Both sexes,All ages,Encephalitis,Particulate matter pollution,Number,2019,286,371.87,218.04
Deaths,Global,Both sexes,All ages,Neonatal sepsis and other neonatal infections,Air pollution,Number,2019,45739.76,56652.64,37443.65
Deaths,Global,Both sexes,All ages,Neonatal sepsis and other neonatal infections,Ambient particulate matter pollution,Number,2019,13887.69,20049.04,9168.11
Deaths,Global,Both sexes,All ages,Neonatal sepsis and other neonatal infections,Household air pollution from solid fuels,Number,2019,31852.08,41106.56,24422.47
Deaths,Global,Both sexes,All ages,Neonatal sepsis and other neonatal infections,Particulate matter pollution,Number,2019,45739.76,56652.64,37443.65
Deaths,Global,Both sexes,All ages,Hemolytic disease and other neonatal jaundice,Air pollution,Number,2019,10453.98,12739.23,8545.09
Deaths,Global,Both sexes,All ages,Hemolytic disease and other neonatal jaundice,Ambient particulate matter pollution,Number,2019,4483.14,6157.6,3153.61
Deaths,Global,Both sexes,All ages,Hemolytic disease and other neonatal jaundice,Household air pollution from solid fuels,Number,2019,5970.84,7886.14,4374.41
Deaths,Global,Both sexes,All ages,Hemolytic disease and other neonatal jaundice,Particulate matter pollution,Number,2019,10453.98,12739.23,8545.09
Deaths,Global,Both sexes,All ages,Lower respiratory infections,Air pollution,Number,2019,749179.11,959208.59,573817.84
Deaths,Global,Both sexes,All ages,Lower respiratory infections,Ambient particulate matter pollution,Number,2019,326353.19,436448.54,229567.18
Deaths,Global,Both sexes,All ages,Lower respiratory infections,Household air pollution from solid fuels,Number,2019,422825.93,584706.46,284894.32
Deaths,Global,Both sexes,All ages,Lower respiratory infections,Particulate matter pollution,Number,2019,749179.11,959208.59,573817.84
Deaths,Global,Both sexes,All ages,Other neonatal disorders,Air pollution,Number,2019,71715.84,88121.97,58713.17
Deaths,Global,Both sexes,All ages,Other neonatal disorders,Ambient particulate matter pollution,Number,2019,29280.18,39944.23,20361.03
Deaths,Global,Both sexes,All ages,Other neonatal disorders,Household air pollution from solid fuels,Number,2019,42435.66,55192.04,31764.31
Deaths,Global,Both sexes,All ages,Other neonatal disorders,Particulate matter pollution,Number,2019,71715.84,88121.97,58713.17
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Air pollution,Number,2019,267608.0202,343963.0884,196694.8789
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Ambient particulate matter pollution,Number,2019,216360.4083,280756.7136,156569.9926
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,Number,2019,51247.61195,82227.12184,27686.57507
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",All risk factors,Number,2019,1212963.907,1328634.02,1097191.597
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Air pollution,Number,2019,119836.5111,150586.6172,88789.19351
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Ambient particulate matter pollution,Number,2019,91320.45271,118590.2447,65456.80549
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,Number,2019,28516.05841,44497.26784,16005.70591
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",All risk factors,Number,2019,427172.8285,481199.3465,375702.2442
Deaths,Global,Both sexes,All ages,"Tracheal, bronchus, and lung cancer",Air pollution,Number,2019,387444.5314,490055.7379,288043.1901
Deaths,Global,Both sexes,All ages,"Tracheal, bronchus, and lung cancer",Ambient particulate matter pollution,Number,2019,307680.861,395668.3544,226683.648
Deaths,Global,Both sexes,All ages,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,Number,2019,79763.67036,125492.9462,45147.22055
Deaths,Global,Both sexes,All ages,"Tracheal, bronchus, and lung cancer",All risk factors,Number,2019,1640136.736,1782593.92,1495959.5
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Air pollution,Rate,2019,6.895381903,8.862801844,5.068182586
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Ambient particulate matter pollution,Rate,2019,5.574898848,7.234180651,4.034295731
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,Rate,2019,1.320483055,2.118723525,0.713392328
Deaths,Global,Male,All ages,"Tracheal, bronchus, and lung cancer",All risk factors,Rate,2019,31.25410579,34.23454561,28.27103267
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Air pollution,Rate,2019,3.107398448,3.904758378,2.302331731
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Ambient particulate matter pollution,Rate,2019,2.367968079,3.075082369,1.697315567
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,Rate,2019,0.739430369,1.153828159,0.415032992
Deaths,Global,Female,All ages,"Tracheal, bronchus, and lung cancer",All risk factors,Rate,2019,11.07672588,12.4776505,9.742077434
Deaths,Global,Both sexes,All ages,"Tracheal, bronchus, and lung cancer",Air pollution,Rate,2019,5.007383558,6.333544149,3.722707684
Deaths,Global,Both sexes,All ages,"Tracheal, bronchus, and lung cancer",Ambient particulate matter pollution,Rate,2019,3.9765075,5.113669317,2.929688975
Deaths,Global,Both sexes,All ages,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,Rate,2019,1.030876059,1.621887173,0.583488555
Deaths,Global,Both sexes,All ages,"Tracheal, bronchus, and lung cancer",All risk factors,Rate,2019,21.19734067,23.03847587,19.33397532
Deaths,Global,Male,70+ years,"Tracheal, bronchus, and lung cancer",Air pollution,Number,2019,125826.2428,160769.8621,92519.20291
Deaths,Global,Male,70+ years,"Tracheal, bronchus, and lung cancer",Ambient particulate matter pollution,Number,2019,104060.3433,134066.0279,75465.2516
Deaths,Global,Male,70+ years,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,Number,2019,21765.89954,35347.55647,11560.59747
Deaths,Global,Male,70+ years,"Tracheal, bronchus, and lung cancer",All risk factors,Number,2019,609505.1769,663973.8906,552644.4971
Deaths,Global,Female,70+ years,"Tracheal, bronchus, and lung cancer",Air pollution,Number,2019,61940.67664,78902.75862,45526.6879
Deaths,Global,Female,70+ years,"Tracheal, bronchus, and lung cancer",Ambient particulate matter pollution,Number,2019,48491.39964,63589.64779,34906.46421
Deaths,Global,Female,70+ years,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,Number,2019,13449.277,21239.65126,7407.707253
Deaths,Global,Female,70+ years,"Tracheal, bronchus, and lung cancer",All risk factors,Number,2019,238107.486,269981.1067,205133.0577
Deaths,Global,Both sexes,70+ years,"Tracheal, bronchus, and lung cancer",Air pollution,Number,2019,187766.9194,236665.0064,139664.9958
Deaths,Global,Both sexes,70+ years,"Tracheal, bronchus, and lung cancer",Ambient particulate matter pollution,Number,2019,152551.7429,195796.8854,112640.6051
Deaths,Global,Both sexes,70+ years,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,Number,2019,35215.17655,56166.20067,19426.63353
Deaths,Global,Both sexes,70+ years,"Tracheal, bronchus, and lung cancer",All risk factors,Number,2019,847612.6629,920832.3714,764230.9276
Deaths,Global,Male,70+ years,"Tracheal, bronchus, and lung cancer",Air pollution,Rate,2019,61.85724297,79.03582114,45.48322103
Deaths,Global,Male,70+ years,"Tracheal, bronchus, and lung cancer",Ambient particulate matter pollution,Rate,2019,51.15694304,65.90799085,37.09935463
Deaths,Global,Male,70+ years,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,Rate,2019,10.70029992,17.3771571,5.683287288
Deaths,Global,Male,70+ years,"Tracheal, bronchus, and lung cancer",All risk factors,Rate,2019,299.6378893,326.4151687,271.6846992
Deaths,Global,Female,70+ years,"Tracheal, bronchus, and lung cancer",Air pollution,Rate,2019,23.79945027,30.31678668,17.4927076
Deaths,Global,Female,70+ years,"Tracheal, bronchus, and lung cancer",Ambient particulate matter pollution,Rate,2019,18.63183803,24.43303403,13.41210178
Deaths,Global,Female,70+ years,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,Rate,2019,5.167612247,8.160905745,2.846261455
Deaths,Global,Female,70+ years,"Tracheal, bronchus, and lung cancer",All risk factors,Rate,2019,91.48797816,103.7347713,78.81822207
Deaths,Global,Both sexes,70+ years,"Tracheal, bronchus, and lung cancer",Air pollution,Rate,2019,40.49538359,51.04115381,30.1213206
Deaths,Global,Both sexes,70+ years,"Tracheal, bronchus, and lung cancer",Ambient particulate matter pollution,Rate,2019,32.90058422,42.22719319,24.29301458
Deaths,Global,Both sexes,70+ years,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,Rate,2019,7.594799376,12.11327239,4.189710196
Deaths,Global,Both sexes,70+ years,"Tracheal, bronchus, and lung cancer",All risk factors,Rate,2019,182.803233,198.5944074,164.8204309
Deaths,Global,Male,Age-standardized,"Tracheal, bronchus, and lung cancer",Air pollution,Rate,2019,7.118963159,9.148456813,5.234578714
Deaths,Global,Male,Age-standardized,"Tracheal, bronchus, and lung cancer",Ambient particulate matter pollution,Rate,2019,5.781478629,7.48173468,4.18627075
Deaths,Global,Male,Age-standardized,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,Rate,2019,1.33748453,2.145647132,0.720242842
Deaths,Global,Male,Age-standardized,"Tracheal, bronchus, and lung cancer",All risk factors,Rate,2019,32.75006985,35.79649367,29.62576955
Deaths,Global,Female,Age-standardized,"Tracheal, bronchus, and lung cancer",Air pollution,Rate,2019,2.736548274,3.438599531,2.027225979
Deaths,Global,Female,Age-standardized,"Tracheal, bronchus, and lung cancer",Ambient particulate matter pollution,Rate,2019,2.084443962,2.707048267,1.493878382
Deaths,Global,Female,Age-standardized,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,Rate,2019,0.652104312,1.017302289,0.366149692
Deaths,Global,Female,Age-standardized,"Tracheal, bronchus, and lung cancer",All risk factors,Rate,2019,9.73907436,10.97114102,8.565630921
Deaths,Global,Both sexes,Age-standardized,"Tracheal, bronchus, and lung cancer",Air pollution,Rate,2019,4.74980235,5.997949179,3.531307884
Deaths,Global,Both sexes,Age-standardized,"Tracheal, bronchus, and lung cancer",Ambient particulate matter pollution,Rate,2019,3.778804475,4.857043274,2.788066376
Deaths,Global,Both sexes,Age-standardized,"Tracheal, bronchus, and lung cancer",Household air pollution from solid fuels,Rate,2019,0.970997875,1.527666033,0.547918315
Deaths,Global,Both sexes,Age-standardized,"Tracheal, bronchus, and lung cancer",All risk factors,Rate,2019,20.19748275,21.94642294,18.40527968
Deaths,Global,Male,<5 years,Ischemic heart disease,Air pollution,Number,2019,0,0,0
Deaths,Global,Male,<5 years,Ischemic heart disease,Ambient particulate matter pollution,Number,2019,0,0,0
Deaths,Global,Male,<5 years,Ischemic heart disease,Household air pollution from solid fuels,Number,2019,0,0,0
Deaths,Global,Male,<5 years,Ischemic heart disease,All risk factors,Number,2019,0,0,0
Deaths,Global,Female,<5 years,Ischemic heart disease,Air pollution,Number,2019,0,0,0
Deaths,Global,Female,<5 years,Ischemic heart disease,Ambient particulate matter pollution,Number,2019,0,0,0
Deaths,Global,Female,<5 years,Ischemic heart disease,Household air pollution from solid fuels,Number,2019,0,0,0
Deaths,Global,Female,<5 years,Ischemic heart disease,All risk factors,Number,2019,0,0,0
Deaths,Global,Both sexes,<5 years,Ischemic heart disease,Air pollution,Number,2019,0,0,0
Deaths,Global,Both sexes,<5 years,Ischemic heart disease,Ambient particulate matter pollution,Number,2019,0,0,0
Deaths,Global,Both sexes,<5 years,Ischemic heart disease,Household air pollution from solid fuels,Number,2019,0,0,0
Deaths,Global,Both sexes,<5 years,Ischemic heart disease,All risk factors,Number,2019,0,0,0
Deaths,Global,Male,<5 years,Ischemic heart disease,Air pollution,Rate,2019,0,0,0
Deaths,Global,Male,<5 years,Ischemic heart disease,Ambient particulate matter pollution,Rate,2019,0,0,0
Deaths,Global,Male,<5 years,Ischemic heart disease,Household air pollution from solid fuels,Rate,2019,0,0,0
Deaths,Global,Male,<5 years,Ischemic heart disease,All risk factors,Rate,2019,0,0,0
Deaths,Global,Female,<5 years,Ischemic heart disease,Air pollution,Rate,2019,0,0,0
Deaths,Global,Female,<5 years,Ischemic heart disease,Ambient particulate matter pollution,Rate,2019,0,0,0
Deaths,Global,Female,<5 years,Ischemic heart disease,Household air pollution from solid fuels,Rate,2019,0,0,0
Deaths,Global,Female,<5 years,Ischemic heart disease,All risk factors,Rate,2019,0,0,0
Deaths,Global,Both sexes,<5 years,Ischemic heart disease,Air pollution,Rate,2019,0,0,0
Deaths,Global,Both sexes,<5 years,Ischemic heart disease,Ambient particulate matter pollution,Rate,2019,0,0,0
Deaths,Global,Both sexes,<5 years,Ischemic heart disease,Household air pollution from solid fuels,Rate,2019,0,0,0
Deaths,Global,Both sexes,<5 years,Ischemic heart disease,All risk factors,Rate,2019,0,0,0
Deaths,Global,Male,All ages,Ischemic heart disease,Air pollution,Number,2019,1080097.191,1238247.598,932621.4983
Deaths,Global,Male,All ages,Ischemic heart disease,Ambient particulate matter pollution,Number,2019,807479.2048,947228.1303,652574.2326
Deaths,Global,Male,All ages,Ischemic heart disease,Household air pollution from solid fuels,Number,2019,272617.9865,401885.5747,175100.6246
Deaths,Global,Male,All ages,Ischemic heart disease,All risk factors,Number,2019,4675654.406,5015805.97,4309730.667
Deaths,Global,Female,All ages,Ischemic heart disease,Air pollution,Number,2019,763120.3082,881341.7647,644913.4843
Deaths,Global,Female,All ages,Ischemic heart disease,Ambient particulate matter pollution,Number,2019,524564.0728,631283.9959,420779.6343
Deaths,Global,Female,All ages,Ischemic heart disease,Household air pollution from solid fuels,Number,2019,238556.2354,330501.8845,164032.2401
Deaths,Global,Female,All ages,Ischemic heart disease,All risk factors,Number,2019,3866712.996,4234947.877,3405979.595
Deaths,Global,Both sexes,All ages,Ischemic heart disease,Air pollution,Number,2019,1843217.5,2080471.644,1605729.327
Deaths,Global,Both sexes,All ages,Ischemic heart disease,Ambient particulate matter pollution,Number,2019,1332043.278,1557228.766,1086918.225
Deaths,Global,Both sexes,All ages,Ischemic heart disease,Household air pollution from solid fuels,Number,2019,511174.2219,714579.5642,348355.7432
Deaths,Global,Both sexes,All ages,Ischemic heart disease,All risk factors,Number,2019,8542367.402,9142346.262,7811711.119
Deaths,Global,Male,All ages,Ischemic heart disease,Air pollution,Rate,2019,27.83056584,31.90558367,24.03060041
Deaths,Global,Male,All ages,Ischemic heart disease,Ambient particulate matter pollution,Rate,2019,20.80609352,24.40696546,16.81469991
Deaths,Global,Male,All ages,Ischemic heart disease,Household air pollution from solid fuels,Rate,2019,7.024472319,10.35527454,4.511769405
Deaths,Global,Male,All ages,Ischemic heart disease,All risk factors,Rate,2019,120.4762949,129.2408863,111.0476391
Deaths,Global,Female,All ages,Ischemic heart disease,Air pollution,Rate,2019,19.78794976,22.85346933,16.72280962
Deaths,Global,Female,All ages,Ischemic heart disease,Ambient particulate matter pollution,Rate,2019,13.6021115,16.36939269,10.91094834
